일련번호,관리_건축물대장_PK,전유_공용_구분_코드,주_부속_구분_코드,층_번호_명,구조_코드,기타_구조,주_용도_코드,기타_용도,면적
35387461,10891188369,1,1,1층,19,조적조,02005,경비실,0.092000000
35387462,10891188369,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
35387463,10891188369,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
35387464,10891188369,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
62290951,10891188370,1,0,11층,21,철근콘크리트조,02001,아파트,85.000000000
62290952,10891188370,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
62290953,10891188370,2,0,11층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
62290954,10891188370,1,1,1층,19,조적조,02005,경비실,0.092000000
62290955,10891188370,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
62290956,10891188370,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
62290957,10891188370,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
41455986,10891188371,1,0,11층,21,철근콘크리트조,02001,아파트,85.000000000
41455987,10891188371,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
41455988,10891188371,2,0,11층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
41455989,10891188371,1,1,1층,19,조적조,02005,경비실,0.092000000
41455990,10891188371,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
41455991,10891188371,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
41455992,10891188371,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
3991271,10891188372,1,0,11층,21,철근콘크리트조,02001,아파트,85.000000000
3991272,10891188372,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
3991273,10891188372,2,0,11층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
3991274,10891188372,1,1,1층,19,조적조,02005,경비실,0.092000000
3991275,10891188372,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
3991276,10891188372,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
3991277,10891188372,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
15465517,10891188373,2,0,7층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
15465518,10891188373,1,1,1층,19,조적조,02005,경비실,0.092000000
15465519,10891188373,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
15465520,10891188373,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
15465521,10891188373,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
15465522,10891188373,1,0,7층,21,철근콘크리트조,02001,아파트,85.000000000
15465523,10891188373,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
83747656,10891188374,1,0,3층,21,철근콘크리트조,02001,아파트,85.000000000
83747657,10891188374,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
83747658,10891188374,2,0,3층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
83747659,10891188374,1,1,1층,19,조적조,02005,경비실,0.092000000
83747660,10891188374,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
83767615,10891188374,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
83767616,10891188374,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
16223062,10891188375,1,0,3층,21,철근콘크리트조,02001,아파트,85.000000000
16223063,10891188375,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
16223064,10891188375,2,0,3층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
16223065,10891188375,1,1,1층,19,조적조,02005,경비실,0.092000000
16223066,10891188375,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
16223067,10891188375,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
16223068,10891188375,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
38917434,10891188376,1,0,3층,21,철근콘크리트조,02001,아파트,85.000000000
38917435,10891188376,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
38917436,10891188376,2,0,3층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
38917437,10891188376,1,1,1층,19,조적조,02005,경비실,0.092000000
38917438,10891188376,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
38917439,10891188376,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
38917440,10891188376,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
24541484,10891188377,1,0,3층,21,철근콘크리트조,02001,아파트,85.000000000
24541485,10891188377,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
24541486,10891188377,2,0,3층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
24541487,10891188377,1,1,1층,19,조적조,02005,경비실,0.092000000
24541488,10891188377,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
24541489,10891188377,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
24541490,10891188377,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
65897338,10891188378,1,0,3층,21,철근콘크리트조,02001,아파트,85.000000000
65897339,10891188378,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
65897340,10891188378,2,0,3층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
65897341,10891188378,1,1,1층,19,조적조,02005,경비실,0.092000000
65897342,10891188378,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
65897343,10891188378,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
65897344,10891188378,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
61738190,10891188379,1,0,4층,21,철근콘크리트조,02001,아파트,85.000000000
61738191,10891188379,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
61738192,10891188379,2,0,4층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
61738193,10891188379,1,1,1층,19,조적조,02005,경비실,0.092000000
61738194,10891188379,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
61738195,10891188379,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
61738196,10891188379,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
71085335,10891188380,1,0,4층,21,철근콘크리트조,02001,아파트,85.000000000
71085336,10891188380,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
71085337,10891188380,2,0,4층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
71085338,10891188380,1,1,1층,19,조적조,02005,경비실,0.092000000
71085339,10891188380,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
71085340,10891188380,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
71085341,10891188380,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
63253749,10891188381,1,0,4층,21,철근콘크리트조,02001,아파트,85.000000000
63253750,10891188381,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
63253751,10891188381,2,0,4층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
63253752,10891188381,1,1,1층,19,조적조,02005,경비실,0.092000000
63253753,10891188381,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
63253754,10891188381,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
63253755,10891188381,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
107730198,10891188382,1,0,4층,21,철근콘크리트조,02001,아파트,85.000000000
107730199,10891188382,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
107730200,10891188382,2,0,4층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
107730201,10891188382,1,1,1층,19,조적조,02005,경비실,0.092000000
107730202,10891188382,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
107730203,10891188382,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
107730204,10891188382,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
60512541,10891188383,1,0,5층,21,철근콘크리트조,02001,아파트,85.000000000
60512542,10891188383,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
60512543,10891188383,2,0,5층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
60512544,10891188383,1,1,1층,19,조적조,02005,경비실,0.092000000
60512545,10891188383,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
60512546,10891188383,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
60512547,10891188383,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
80167572,10891188384,1,0,5층,21,철근콘크리트조,02001,아파트,85.000000000
80167573,10891188384,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
80167574,10891188384,2,0,5층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
80167575,10891188384,1,1,1층,19,조적조,02005,경비실,0.092000000
80167576,10891188384,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
80167577,10891188384,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
80167578,10891188384,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
56726147,10891188385,1,0,5층,21,철근콘크리트조,02001,아파트,85.000000000
56726148,10891188385,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
56726149,10891188385,2,0,5층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
56726150,10891188385,1,1,1층,19,조적조,02005,경비실,0.092000000
56726151,10891188385,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
56726152,10891188385,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
56726153,10891188385,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
32824857,10891188386,1,0,5층,21,철근콘크리트조,02001,아파트,85.000000000
32824858,10891188386,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
32824859,10891188386,2,0,5층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
32824860,10891188386,1,1,1층,19,조적조,02005,경비실,0.092000000
32824861,10891188386,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
32824862,10891188386,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
32824863,10891188386,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
111058882,10891188387,1,0,6층,21,철근콘크리트조,02001,아파트,85.000000000
111058883,10891188387,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
111058884,10891188387,2,0,6층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
111058885,10891188387,1,1,1층,19,조적조,02005,경비실,0.092000000
111058886,10891188387,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
111058887,10891188387,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
111058888,10891188387,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
74679682,10891188388,1,0,6층,21,철근콘크리트조,02001,아파트,85.000000000
74679683,10891188388,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
74679684,10891188388,2,0,6층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
74679685,10891188388,1,1,1층,19,조적조,02005,경비실,0.092000000
74679686,10891188388,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
74679687,10891188388,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
74679688,10891188388,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
39095175,10891188389,1,0,6층,21,철근콘크리트조,02001,아파트,85.000000000
39095176,10891188389,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
39095177,10891188389,2,0,6층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
39095178,10891188389,1,1,1층,19,조적조,02005,경비실,0.092000000
39095179,10891188389,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
39095180,10891188389,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
39095181,10891188389,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
49467851,10891188390,1,0,6층,21,철근콘크리트조,02001,아파트,85.000000000
49467852,10891188390,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
49467853,10891188390,2,0,6층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
49467854,10891188390,1,1,1층,19,조적조,02005,경비실,0.092000000
49467855,10891188390,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
49467856,10891188390,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
49467857,10891188390,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
94074601,10891188391,1,0,7층,21,철근콘크리트조,02001,아파트,85.000000000
94074602,10891188391,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
94074603,10891188391,2,0,7층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
94074604,10891188391,1,1,1층,19,조적조,02005,경비실,0.092000000
94074605,10891188391,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
94074606,10891188391,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
94074607,10891188391,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
3427372,10891188392,1,0,7층,21,철근콘크리트조,02001,아파트,85.000000000
3427373,10891188392,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
3427374,10891188392,2,0,7층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
3427375,10891188392,1,1,1층,19,조적조,02005,경비실,0.092000000
3427376,10891188392,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
3427377,10891188392,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
3427378,10891188392,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
103440517,10891188393,1,0,3층,21,철근콘크리트조,02001,아파트,85.000000000
103440518,10891188393,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
103440519,10891188393,2,0,3층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
103440520,10891188393,1,1,1층,19,조적조,02005,경비실,0.092000000
103440521,10891188393,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
103440522,10891188393,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
103440523,10891188393,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
38679257,10891188394,1,0,1층,21,철근콘크리트조,02001,아파트,85.000000000
38679258,10891188394,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
38679259,10891188394,2,0,1층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
38679260,10891188394,1,1,1층,19,조적조,02005,경비실,0.092000000
38679261,10891188394,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
38679262,10891188394,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
38679263,10891188394,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
69795191,10891188395,1,0,1층,21,철근콘크리트조,02001,아파트,85.000000000
69795192,10891188395,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
69795193,10891188395,2,0,1층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
69795194,10891188395,1,1,1층,19,조적조,02005,경비실,0.092000000
69795195,10891188395,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
69795196,10891188395,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
69795197,10891188395,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
18115983,10891188396,1,0,1층,21,철근콘크리트조,02001,아파트,85.000000000
18115984,10891188396,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
18115985,10891188396,2,0,1층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
18115986,10891188396,1,1,1층,19,조적조,02005,경비실,0.092000000
18115987,10891188396,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
18115988,10891188396,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
18115989,10891188396,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
88162677,10891188397,1,0,1층,21,철근콘크리트조,02001,아파트,85.000000000
88162678,10891188397,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
88162679,10891188397,2,0,1층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
88162680,10891188397,1,1,1층,19,조적조,02005,경비실,0.092000000
88162681,10891188397,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
88162682,10891188397,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
88162683,10891188397,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
88618724,10891188398,1,0,2층,21,철근콘크리트조,02001,아파트,85.000000000
88618725,10891188398,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
88618726,10891188398,2,0,2층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
88618727,10891188398,1,1,1층,19,조적조,02005,경비실,0.092000000
88618728,10891188398,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
88618729,10891188398,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
88618730,10891188398,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
4050849,10891188399,1,0,2층,21,철근콘크리트조,02001,아파트,85.000000000
4050850,10891188399,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
4050851,10891188399,2,0,2층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
4050852,10891188399,1,1,1층,19,조적조,02005,경비실,0.092000000
4050853,10891188399,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
4050854,10891188399,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
4050855,10891188399,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
72914524,10891188400,1,0,2층,21,철근콘크리트조,02001,아파트,85.000000000
72914525,10891188400,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
72914526,10891188400,2,0,2층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
72914527,10891188400,1,1,1층,19,조적조,02005,경비실,0.092000000
72914528,10891188400,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
72914529,10891188400,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
72914530,10891188400,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
92453693,10891188401,1,0,1층,21,철근콘크리트조,02001,아파트,85.000000000
92453694,10891188401,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
92453695,10891188401,2,0,1층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
92453696,10891188401,1,1,1층,19,조적조,02005,경비실,0.092000000
92453697,10891188401,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
92453698,10891188401,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
92453699,10891188401,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
92976677,10891188402,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
92976678,10891188402,1,0,1층,21,철근콘크리트조,02001,아파트,85.000000000
92976679,10891188402,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
92976680,10891188402,2,0,1층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
92976681,10891188402,1,1,1층,19,조적조,02005,경비실,0.092000000
92976682,10891188402,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
92976683,10891188402,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
7616651,10891188403,1,0,2층,21,철근콘크리트조,02001,아파트,85.000000000
7616652,10891188403,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
7616653,10891188403,2,0,2층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
7616654,10891188403,1,1,1층,19,조적조,02005,경비실,0.092000000
7616655,10891188403,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
7616656,10891188403,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
7616657,10891188403,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
10831100,10891188404,1,0,2층,21,철근콘크리트조,02001,아파트,85.000000000
10831101,10891188404,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
10831102,10891188404,2,0,2층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
10831103,10891188404,1,1,1층,19,조적조,02005,경비실,0.092000000
10831104,10891188404,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
10831105,10891188404,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
10831106,10891188404,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.522000000
83838123,10891188405,1,0,4층,21,철근콘크리트조,02001,아파트,85.000000000
