계약년월,거래구분,번호,계약일,시군구일련번호,번지,주택유형,도로조건,연면적_x,대지면적,거래금액,월세,건축년도,도로명,해제사유발생일,거래유형,시군구명,법정동코드,실거래ID,관리_건축물대장_PK,대지_면적,연면적_y,주_용도_코드_명,기타_용도,대지_위치,도로명_대지_위치
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100230402,235.9,194.05,단독주택,단독주택,경기도 성남시 분당구 운중동 985-1번지,경기도 성남시 분당구 산운로151번길 7-10 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100230656,231.4,235.65,단독주택,단독주택,경기도 성남시 분당구 운중동 986-8번지,경기도 성남시 분당구 산운로139번길 18 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100231043,231.7,298.89,단독주택,단독주택,경기도 성남시 분당구 운중동 985-4번지,경기도 성남시 분당구 산운로151번길 7-4 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100231156,228.6,201.5,단독주택,단독주택,경기도 성남시 분당구 운중동 984-6번지,경기도 성남시 분당구 산운로159번길 7-7 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100231337,264.2,382.94,단독주택,다가구 및 근린,경기도 성남시 분당구 운중동 972번지,경기도 성남시 분당구 산운로160번길 20-9 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100231517,224.4,217.4,단독주택,단독주택,경기도 성남시 분당구 운중동 982-5번지,경기도 성남시 분당구 산운로139번길 4-10 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100232498,232.2,285.84,단독주택,단독주택,경기도 성남시 분당구 운중동 984-1번지,경기도 성남시 분당구 산운로151번길 7-3 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100229357,292.0,299.06,단독주택,단독주택,경기도 성남시 분당구 운중동 983번지,경기도 성남시 분당구 산운로139번길 4-5 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100316469,230.3,198.7,단독주택,단독주택,경기도 성남시 분당구 운중동 986-14번지,경기도 성남시 분당구 산운로139번길 26 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100326451,347.8,378.23,단독주택,단독주택,경기도 성남시 분당구 운중동 996-14번지,경기도 성남시 분당구 산운로171번길 33-2 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100326991,377.6,526.08,단독주택,단독주택(단독주택),경기도 성남시 분당구 운중동 996-3번지,경기도 성남시 분당구 산운로171번길 19 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100327059,446.8,498.82,단독주택,단독주택,경기도 성남시 분당구 운중동 996-11번지,경기도 성남시 분당구 산운로171번길 5 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100327532,250.1,239.84,단독주택,단독주택,경기도 성남시 분당구 운중동 982-7번지,경기도 성남시 분당구 산운로159번길 3-9 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100327533,412.1,714.06,단독주택,단독주택,경기도 성남시 분당구 운중동 995-18번지,경기도 성남시 분당구 산운로185번길 25 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100327671,361.9,524.83,단독주택,단독주택,경기도 성남시 분당구 운중동 995-2번지,경기도 성남시 분당구 산운로185번길 29 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100326411,304.9,356.39,단독주택,단독주택,경기도 성남시 분당구 운중동 996-8번지,경기도 성남시 분당구 산운로171번길 11-1 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100327751,489.0,545.99,단독주택,단독주택,경기도 성남시 분당구 운중동 995-5번지,경기도 성남시 분당구 산운로185번길 35-1 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100328011,337.6,555.46,단독주택,단독주택(1가구),경기도 성남시 분당구 운중동 996-30번지,경기도 성남시 분당구 산운로171번길 4 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100328559,270.2,451.77,단독주택,단독주택,경기도 성남시 분당구 운중동 995-41번지,경기도 성남시 분당구 산운로185번길 36 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100329192,295.3056,495.54,단독주택,단독주택,경기도 성남시 분당구 운중동 995-33번지,경기도 성남시 분당구 산운로185번길 14-6 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100333991,295.5,535.65,단독주택,단독주택,경기도 성남시 분당구 운중동 995-34번지,경기도 성남시 분당구 산운로185번길 14-4 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100334153,562.8,792.65,단독주택,단독주택(다가구주택(2가구)),경기도 성남시 분당구 운중동 995-25번지,경기도 성남시 분당구 산운로185번길 14-3 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100327953,453.8,765.17,단독주택,단독주택(1가구),경기도 성남시 분당구 운중동 995-6번지,경기도 성남시 분당구 산운로185번길 35 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100326051,453.3,816.21,단독주택,단독주택,경기도 성남시 분당구 운중동 995-7번지,경기도 성남시 분당구 산운로185번길 37 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100325972,286.4,472.74,단독주택,단독주택,경기도 성남시 분당구 운중동 995-20번지,경기도 성남시 분당구 산운로185번길 14-11 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100316230,310.1,457.89,단독주택,단독주택,경기도 성남시 분당구 운중동 996-19번지,경기도 성남시 분당구 산운로171번길 25 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100319527,289.0,477.89,단독주택,단독주택,경기도 성남시 분당구 운중동 995-10번지,경기도 성남시 분당구 산운로185번길 11 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100319547,232.3,277.83,단독주택,단독주택,경기도 성남시 분당구 운중동 984-2번지,경기도 성남시 분당구 산운로151번길 7-1 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100319671,330.7,523.65,단독주택,단독주택,경기도 성남시 분당구 운중동 996-21번지,경기도 성남시 분당구 산운로171번길 24 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100319711,329.9,425.57,단독주택,단독주택,경기도 성남시 분당구 운중동 995-12번지,경기도 성남시 분당구 산운로185번길 13 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100320371,335.6,491.86,단독주택,단독주택,경기도 성남시 분당구 운중동 995-13번지,경기도 성남시 분당구 산운로185번길 15 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100320612,230.3,205.89,단독주택,단독주택,경기도 성남시 분당구 운중동 986-16번지,경기도 성남시 분당구 산운로139번길 28-1 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100320831,416.8,469.1,단독주택,단독주택,경기도 성남시 분당구 운중동 997-4번지,경기도 성남시 분당구 산운로170번길 4-14 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100320851,339.9,584.71,단독주택,단독주택,경기도 성남시 분당구 운중동 995-14번지,경기도 성남시 분당구 산운로185번길 17 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100322091,327.6,444.71,단독주택,단독주택,경기도 성남시 분당구 운중동 995-24번지,경기도 성남시 분당구 산운로185번길 18 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100322471,345.8,348.11,단독주택,단독주택,경기도 성남시 분당구 운중동 998번지,경기도 성남시 분당구 산운로170번길 4-5 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100322732,648.2,732.37,단독주택,단독주택(다가구주택),경기도 성남시 분당구 운중동 995-27번지,경기도 성남시 분당구 산운로185번길 22 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100323692,306.3,471.08,단독주택,단독주택,경기도 성남시 분당구 운중동 996-7번지,경기도 성남시 분당구 산운로171번길 11 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100324691,286.8,398.05,단독주택,단독주택,경기도 성남시 분당구 운중동 995-37번지,경기도 성남시 분당구 산운로185번길 8 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100325971,315.3,435.04,단독주택,단독주택,경기도 성남시 분당구 운중동 996-18번지,경기도 성남시 분당구 산운로171번길 27 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100334431,359.1,555.53,단독주택,단독주택,경기도 성남시 분당구 운중동 996-26번지,경기도 성남시 분당구 산운로171번길 16 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100316229,286.9,391.83,단독주택,단독주택,경기도 성남시 분당구 운중동 996-15번지,경기도 성남시 분당구 산운로171번길 31 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100334851,372.6,465.98,단독주택,단독주택,경기도 성남시 분당구 운중동 996-5번지,경기도 성남시 분당구 산운로171번길 15 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100335391,361.9,502.235,단독주택,단독주택,경기도 성남시 분당구 운중동 995-3번지,경기도 성남시 분당구 산운로185번길 31 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100348351,365.3,626.72,단독주택,단독주택,경기도 성남시 분당구 운중동 996-6번지,경기도 성남시 분당구 산운로171번길 13 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100348526,395.2,701.46,단독주택,단독주택,경기도 성남시 분당구 운중동 996-13번지,경기도 성남시 분당구 산운로171번길 33 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100348731,396.0,742.44,단독주택,단독주택(다가구주택(2가구)),경기도 성남시 분당구 운중동 995-16번지,경기도 성남시 분당구 산운로185번길 21 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100349212,383.9,674.3,단독주택,단독주택,경기도 성남시 분당구 운중동 995-15번지,경기도 성남시 분당구 산운로185번길 19 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100349973,363.5,584.53,단독주택,단독주택,경기도 성남시 분당구 운중동 995-4번지,경기도 성남시 분당구 산운로185번길 33 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100345551,337.7,511.79,단독주택,단독주택,경기도 성남시 분당구 운중동 996-17번지,경기도 성남시 분당구 산운로171번길 29 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100351192,309.9,519.57,단독주택,단독주택,경기도 성남시 분당구 운중동 996-16번지,경기도 성남시 분당구 산운로171번길 29-1 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100351471,295.4,573.6,단독주택,단독주택,경기도 성남시 분당구 운중동 995-32번지,경기도 성남시 분당구 산운로185번길 14-8 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100352951,295.2,511.45,단독주택,단독주택,경기도 성남시 분당구 운중동 995-31번지,경기도 성남시 분당구 산운로185번길 14-10 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100353091,437.2,773.66,단독주택,단독주택,경기도 성남시 분당구 운중동 995-19번지,경기도 성남시 분당구 산운로185번길 27-1 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100222645,316.3,283.0,단독주택,단독주택,경기도 성남시 분당구 운중동 999번지,경기도 성남시 분당구 산운로170번길 5 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100350312,401.5,682.64,단독주택,단독주택(다가구주택),경기도 성남시 분당구 운중동 995-9번지,경기도 성남시 분당구 산운로185번길 7 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100345513,389.1,580.64,단독주택,다가구주택,경기도 성남시 분당구 운중동 996-20번지,경기도 성남시 분당구 산운로171번길 23 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100345431,395.6,618.18,단독주택,단독주택,경기도 성남시 분당구 운중동 996-12번지,경기도 성남시 분당구 산운로171번길 35 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100344451,287.0,431.09,단독주택,단독주택,경기도 성남시 분당구 운중동 995-39번지,경기도 성남시 분당구 산운로185번길 40 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100335392,264.8,318.66,단독주택,단독주택,경기도 성남시 분당구 운중동 998-8번지,경기도 성남시 분당구 산운로170번길 4-9 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100335451,278.2,456.72,단독주택,단독주택,경기도 성남시 분당구 운중동 995-30번지,경기도 성남시 분당구 산운로185번길 32 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100335454,300.4,448.47,단독주택,단독주택,경기도 성남시 분당구 운중동 996-27번지,경기도 성남시 분당구 산운로171번길 14 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100335512,369.1,545.09,단독주택,단독주택,경기도 성남시 분당구 운중동 996-2번지,경기도 성남시 분당구 산운로171번길 21 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100341651,319.4,505.41,단독주택,단독주택,경기도 성남시 분당구 운중동 996-28번지,경기도 성남시 분당구 산운로171번길 8 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100343011,337.4,490.29,단독주택,단독주택,경기도 성남시 분당구 운중동 996-29번지,경기도 성남시 분당구 산운로171번길 6 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100343091,434.0,774.81,단독주택,단독주택,경기도 성남시 분당구 운중동 995-17번지,경기도 성남시 분당구 산운로185번길 23 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100343112,286.7,501.2,단독주택,단독주택,경기도 성남시 분당구 운중동 995-38번지,경기도 성남시 분당구 산운로185번길 6 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100343830,442.8,767.41,단독주택,단독주택(다가구주택),경기도 성남시 분당구 운중동 996-9번지,경기도 성남시 분당구 산운로171번길 9 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100343831,396.1,591.84,단독주택,단독주택,경기도 성남시 분당구 운중동 996-24번지,경기도 성남시 분당구 산운로171번길 30-3 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100343832,572.4,972.07,단독주택,단독주택,경기도 성남시 분당구 운중동 995-21번지,경기도 성남시 분당구 산운로185번길 14-9 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100343891,400.3,721.33,단독주택,단독주택(다가구주택),경기도 성남시 분당구 운중동 995-1번지,경기도 성남시 분당구 산운로185번길 27 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100344031,263.8,295.82,단독주택,단독주택,경기도 성남시 분당구 운중동 998-6번지,경기도 성남시 분당구 산운로170번길 4-13 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100344071,327.1,420.92,단독주택,단독주택,경기도 성남시 분당구 운중동 995-11번지,경기도 성남시 분당구 산운로185번길 11-1 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100344171,446.5,779.53,단독주택,단독주택(다가구주택-2가구),경기도 성남시 분당구 운중동 996-10번지,경기도 성남시 분당구 산운로171번길 7 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100315827,276.4,411.14,단독주택,단독주택,경기도 성남시 분당구 운중동 995-28번지,경기도 성남시 분당구 산운로185번길 14-7 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100310907,231.4,249.54,단독주택,단독주택(다가구주택(2가구)),경기도 성남시 분당구 운중동 986-4번지,경기도 성남시 분당구 산운로139번길 10-1 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100260187,228.7,323.73,단독주택,단독주택,경기도 성남시 분당구 운중동 983-4번지,경기도 성남시 분당구 산운로159번길 3-8 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100263147,231.0,195.77,단독주택,단독주택,경기도 성남시 분당구 운중동 986-5번지,경기도 성남시 분당구 산운로139번길 12 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100268192,228.7,212.09,단독주택,단독주택,경기도 성남시 분당구 운중동 984-4번지,경기도 성남시 분당구 산운로159번길 7-11 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100268427,231.0,350.08,단독주택,단독주택,경기도 성남시 분당구 운중동 985-2번지,경기도 성남시 분당구 산운로151번길 7-8 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100263248,228.6,354.98,단독주택,단독주택,경기도 성남시 분당구 운중동 983-6번지,경기도 성남시 분당구 산운로159번길 3-4 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100260107,263.9,279.04,단독주택,단독주택,경기도 성남시 분당구 운중동 997-1번지,경기도 성남시 분당구 산운로170번길 4-8 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100255267,230.3,361.68,단독주택,단독주택,경기도 성남시 분당구 운중동 985-11번지,경기도 성남시 분당구 산운로159번길 7-4 (운중동)
202501,1,470,22,18986,9**,단독,8m미만,397.6000,330.0000,560000.0000,0.0000,2012,산운로,-,중개거래,경기도 성남시 분당구 운중동,4113511500,40724,10891100259247,264.0,262.95,단독주택,단독주택,경기도 성남시 분당구 운중동 997번지,경기도 성남시 분당구 산운로170번길 4-6 (운중동)
